gender,workclass,education_num,marital_status,occupation,relationship,institute_type,asset_class_cd,portfolio_type,approved,approved_loan_amount,age,has_capital_loss,hours_per_week_log,inquiry_purpose_code_log,account_type_log
 Male, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,796000.0,64.0,1,3.9318256327243257,2.70805020110221,1.791759469228055
 Male, Self-emp-not-inc,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1889000.0,63.0,0,3.713572066704308,2.70805020110221,1.791759469228055
 Female, Private,9.0, Married-civ-spouse, Adm-clerical, Wife,PVT,S,R,1.0,371000.0,64.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,783000.0,34.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Self-emp-inc,13.0, Married-civ-spouse, Sales, Husband,HFC,S,R,1.0,448000.0,73.0,0,3.9318256327243257,2.70805020110221,1.791759469228055
 Male, Private,16.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,428000.0,46.0,0,3.713572066704308,2.6390573296152584,5.278114659230517
 Male, Local-gov,10.0, Married-civ-spouse, Other-service, Husband,PVT,D,I,1.0,855000.0,47.0,1,3.713572066704308,4.605170185988092,4.875197323201151
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,NBF,S,I,1.0,1832000.0,52.0,0,3.9318256327243257,4.605170185988092,5.247024072160486
 Male, Private,9.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1891000.0,42.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,1.0,271000.0,58.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,9.0, Married-civ-spouse, Adm-clerical, Wife,NBF,S,I,1.0,1857000.0,39.0,0,3.58351893845611,4.605170185988092,5.247024072160486
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,R,1.0,1748000.0,54.0,0,3.828641396489095,4.605170185988092,1.791759469228055
 Male, Private,13.0, Divorced, Exec-managerial, Not-in-family,NBF,S,I,1.0,1296000.0,56.0,0,4.02535169073515,2.833213344056216,5.159055299214529
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,1589000.0,70.0,0,3.828641396489095,2.6390573296152584,4.820281565605037
 Male, Private,16.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,I,1.0,1242000.0,48.0,0,3.828641396489095,2.0794415416798357,5.159055299214529
 Male, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband,HFC,S,M,1.0,783000.0,62.0,0,3.713572066704308,2.70805020110221,4.07753744390572
 Male, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,225000.0,58.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,I,1.0,1643000.0,56.0,0,3.713572066704308,2.6390573296152584,5.247024072160486
 Male, Private,10.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,1415000.0,57.0,1,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Self-emp-not-inc,9.0, Never-married, Craft-repair, Not-in-family,PVT,S,R,1.0,1064000.0,40.0,0,3.828641396489095,4.605170185988092,1.791759469228055
 Male, Self-emp-not-inc,14.0, Married-civ-spouse, Prof-specialty, Husband,HFC,S,M,1.0,1372000.0,70.0,1,3.9318256327243257,2.70805020110221,4.07753744390572
 Male, Private,11.0, Married-civ-spouse, Tech-support, Husband,PVT,S,R,1.0,1799000.0,50.0,0,3.713572066704308,1.0986122886681098,1.791759469228055
 Male, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,1521000.0,72.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Self-emp-inc,15.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,525000.0,64.0,1,3.9318256327243257,2.6390573296152584,5.247024072160486
 Male, Private,12.0, Married-civ-spouse, Tech-support, Husband,HFC,S,M,1.0,1619000.0,43.0,0,3.9318256327243257,2.70805020110221,4.07753744390572
 Male, Private,12.0, Married-civ-spouse, Craft-repair, Not-in-family,HFC,S,I,1.0,159000.0,37.0,0,3.9318256327243257,4.605170185988092,4.820281565605037
 Male, Private,10.0, Married-civ-spouse, Exec-managerial, Husband,PUB,S,I,1.0,1783000.0,59.0,0,3.9318256327243257,1.0986122886681098,3.871201010907891
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,NBF,S,I,1.0,1890000.0,35.0,0,4.02535169073515,4.605170185988092,5.247024072160486
 Male, Private,11.0, Married-civ-spouse, Craft-repair, Husband,HFC,S,M,1.0,182000.0,54.0,0,3.713572066704308,2.70805020110221,4.07753744390572
 Male, Private,6.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,I,1.0,649000.0,46.0,0,3.9318256327243257,2.6390573296152584,5.2574953720277815
 Male, Self-emp-not-inc,10.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,1232000.0,47.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband,PVT,S,R,1.0,406000.0,38.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,NBF,S,I,1.0,974000.0,63.0,0,3.713572066704308,2.833213344056216,5.159055299214529
 Male, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,600000.0,55.0,0,3.9318256327243257,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,I,1.0,1916000.0,54.0,0,3.713572066704308,2.0794415416798357,5.278114659230517
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,I,1.0,711000.0,68.0,0,3.713572066704308,2.6390573296152584,5.247024072160486
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,630000.0,54.0,0,4.02535169073515,2.0794415416798357,1.791759469228055
 Male, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,389000.0,51.0,0,3.713572066704308,4.605170185988092,5.247024072160486
 Male, Self-emp-not-inc,15.0, Never-married, Prof-specialty, Own-child,PVT,S,R,1.0,1897000.0,35.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,HFC,S,M,1.0,614000.0,49.0,0,3.713572066704308,2.70805020110221,4.07753744390572
 Male, Local-gov,9.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,1.0,1726000.0,44.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Tech-support, Husband,NBF,S,I,1.0,1970000.0,52.0,0,3.713572066704308,2.6390573296152584,4.820281565605037
 Female, Federal-gov,11.0, Divorced, Craft-repair, Unmarried,NBF,S,R,1.0,474000.0,39.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband,PUB,S,I,1.0,511000.0,37.0,0,4.02535169073515,1.0986122886681098,5.247024072160486
 Male, Self-emp-not-inc,9.0, Widowed, Craft-repair, Not-in-family,NBF,S,I,1.0,135000.0,63.0,0,4.02535169073515,1.0986122886681098,3.871201010907891
 Female, Local-gov,14.0, Never-married, Prof-specialty, Not-in-family,PVT,S,R,1.0,946000.0,56.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Female, Private,9.0, Divorced, Exec-managerial, Unmarried,NBF,S,I,1.0,203000.0,53.0,0,3.713572066704308,2.833213344056216,5.159055299214529
 Male, Private,16.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,513000.0,48.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,6.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,I,1.0,1388000.0,58.0,1,3.871201010907891,2.0794415416798357,5.247024072160486
 Male, Private,10.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,1.0,1475000.0,45.0,0,3.784189633918261,4.605170185988092,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Adm-clerical, Husband,PVT,S,R,1.0,1780000.0,60.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,M,1.0,432000.0,63.0,0,3.713572066704308,2.70805020110221,4.07753744390572
 Male, Self-emp-inc,9.0, Divorced, Sales, Unmarried,PVT,S,I,1.0,1823000.0,40.0,0,3.9318256327243257,4.605170185988092,3.871201010907891
 Male, Private,11.0, Married-civ-spouse, Craft-repair, Husband,PUB,S,I,1.0,902000.0,41.0,0,3.713572066704308,2.6390573296152584,4.820281565605037
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,721000.0,72.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1552000.0,36.0,1,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Local-gov,15.0, Married-civ-spouse, Protective-serv, Husband,INS,S,R,1.0,1791000.0,52.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,7.0, Never-married, Prof-specialty, Own-child,NBF,S,R,1.0,317000.0,30.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,799000.0,43.0,0,3.9318256327243257,2.0794415416798357,1.791759469228055
 Male, Self-emp-not-inc,15.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,112000.0,48.0,1,3.9318256327243257,4.605170185988092,1.791759469228055
 Female, Self-emp-inc,13.0, Married-civ-spouse, Sales, Wife,PVT,S,R,1.0,1836000.0,63.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,11.0, Married-civ-spouse, Tech-support, Other-relative,PVT,S,R,1.0,1349000.0,36.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,9.0, Married-civ-spouse, Prof-specialty, Wife,NBF,S,I,1.0,1572000.0,58.0,0,3.713572066704308,2.833213344056216,5.159055299214529
 Female, Private,10.0, Never-married, Prof-specialty, Not-in-family,PVT,S,M,1.0,459000.0,65.0,0,3.6635616461296463,2.0794415416798357,4.07753744390572
 Male, Private,14.0, Never-married, Exec-managerial, Not-in-family,PUB,S,M,1.0,1754000.0,41.0,0,3.713572066704308,2.70805020110221,4.07753744390572
 Female, Local-gov,10.0, Divorced, Adm-clerical, Not-in-family,PVT,S,R,1.0,1883000.0,61.0,0,4.02535169073515,4.605170185988092,1.791759469228055
 Male, Private,4.0, Never-married, Transport-moving, Not-in-family,PVT,S,R,1.0,160000.0,66.0,0,3.8918202981106265,2.6390573296152584,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1561000.0,51.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Adm-clerical, Husband,PVT,S,R,1.0,325000.0,47.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Local-gov,14.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1459000.0,63.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,186000.0,43.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Private,11.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,I,1.0,496000.0,43.0,1,3.713572066704308,2.6390573296152584,5.247024072160486
 Male, Private,10.0, Married-civ-spouse, Tech-support, Husband,NBF,S,I,1.0,275000.0,49.0,0,3.713572066704308,2.833213344056216,5.159055299214529
 Male, Private,12.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,1108000.0,54.0,0,3.9318256327243257,2.833213344056216,5.159055299214529
 Male, Federal-gov,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1924000.0,53.0,1,3.713572066704308,1.0986122886681098,1.791759469228055
 Female, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family,PVT,?,R,1.0,1726000.0,45.0,0,3.8066624897703196,2.0794415416798357,1.791759469228055
 Male, State-gov,11.0, Married-civ-spouse, Protective-serv, Husband,NBF,S,I,1.0,1089000.0,56.0,0,3.713572066704308,2.6390573296152584,4.804021044733257
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,I,1.0,804000.0,31.0,0,3.713572066704308,2.0794415416798357,3.871201010907891
 Male, Private,13.0, Never-married, Exec-managerial, Not-in-family,PVT,S,R,1.0,201000.0,38.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,11.0, Married-civ-spouse, Prof-specialty, Husband,HFC,S,I,1.0,1358000.0,33.0,0,3.8066624897703196,4.605170185988092,4.820281565605037
 Male, Private,4.0, Married-civ-spouse, Transport-moving, Husband,NBF,S,R,1.0,822000.0,63.0,0,3.8066624897703196,2.833213344056216,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Sales, Husband,PVT,S,I,1.0,375000.0,45.0,0,3.9318256327243257,2.0794415416798357,5.204006687076795
 Male, Private,12.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1715000.0,43.0,1,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband,HFC,S,M,1.0,261000.0,48.0,0,3.9318256327243257,2.70805020110221,4.07753744390572
 Male, Private,9.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,1024000.0,59.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,10.0, Married-civ-spouse, Exec-managerial, Wife,PVT,S,I,1.0,1276000.0,45.0,0,3.58351893845611,2.0794415416798357,5.247024072160486
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,356000.0,63.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Sales, Husband,NBF,S,I,1.0,1349000.0,63.0,0,3.713572066704308,2.6390573296152584,5.247024072160486
 Female, Private,13.0, Married-civ-spouse, Prof-specialty, Wife,NBF,S,I,1.0,1421000.0,42.0,0,3.713572066704308,2.833213344056216,5.247024072160486
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Wife,NBF,S,R,1.0,482000.0,35.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Tech-support, Husband,NBF,S,I,1.0,1946000.0,36.0,0,3.713572066704308,2.6390573296152584,5.159055299214529
 Male, Private,9.0, Married-civ-spouse, Adm-clerical, Husband,PVT,S,R,1.0,1539000.0,35.0,0,3.8918202981106265,2.833213344056216,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Sales, Husband,HFC,S,M,1.0,1482000.0,56.0,0,3.828641396489095,2.70805020110221,4.07753744390572
 Male, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,1746000.0,51.0,0,3.9318256327243257,1.791759469228055,5.247024072160486
 Male, Federal-gov,13.0, Divorced, Exec-managerial, Not-in-family,HFC,S,M,1.0,347000.0,56.0,0,4.02535169073515,2.70805020110221,4.07753744390572
 Male, Private,10.0, Married-civ-spouse, Exec-managerial, Husband,NBF,S,R,1.0,1898000.0,52.0,1,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,251000.0,55.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,492000.0,63.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Self-emp-inc,4.0, Married-civ-spouse, Machine-op-inspct, Husband,NBF,S,R,1.0,1808000.0,60.0,0,3.713572066704308,2.833213344056216,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Adm-clerical, Husband,NBF,S,R,1.0,138000.0,44.0,0,3.828641396489095,2.833213344056216,1.791759469228055
 Female, Private,13.0, Divorced, Sales, Not-in-family,PVT,S,R,1.0,1638000.0,55.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Self-emp-not-inc,15.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,I,1.0,553000.0,53.0,0,3.9318256327243257,2.6390573296152584,5.247024072160486
 Male, Private,15.0, Divorced, Prof-specialty, Not-in-family,NBF,S,R,1.0,1238000.0,45.0,0,3.828641396489095,1.0986122886681098,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Exec-managerial, Husband,NBF,S,I,1.0,1185000.0,62.0,0,3.9318256327243257,1.0986122886681098,5.159055299214529
 Female, Private,12.0, Married-civ-spouse, Prof-specialty, Wife,PVT,S,R,1.0,744000.0,32.0,0,3.713572066704308,2.70805020110221,1.791759469228055
 Male, Private,13.0, Divorced, Exec-managerial, Unmarried,PVT,S,M,1.0,1769000.0,56.0,0,3.828641396489095,2.70805020110221,4.07753744390572
 Male, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband,HFC,S,M,1.0,1638000.0,58.0,0,3.713572066704308,2.70805020110221,4.07753744390572
 Male, Self-emp-inc,12.0, Married-civ-spouse, Exec-managerial, Husband,NBF,S,R,1.0,1171000.0,45.0,0,3.9318256327243257,2.833213344056216,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Adm-clerical, Husband,NBF,S,I,1.0,1211000.0,55.0,0,3.713572066704308,2.6390573296152584,5.247024072160486
 Male, Private,9.0, Married-civ-spouse, Sales, Husband,HFC,S,I,1.0,1430000.0,47.0,0,3.912023005428146,2.70805020110221,4.804021044733257
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,HFC,S,I,1.0,990000.0,48.0,0,3.828641396489095,2.70805020110221,3.871201010907891
 Male, Private,11.0, Married-civ-spouse, Tech-support, Husband,PVT,S,I,1.0,540000.0,46.0,0,3.713572066704308,2.833213344056216,5.247024072160486
 Male, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,297000.0,62.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,597000.0,61.0,1,3.9318256327243257,2.6390573296152584,1.791759469228055
 Female, Local-gov,13.0, Divorced, Prof-specialty, Not-in-family,PVT,S,I,1.0,936000.0,53.0,0,3.58351893845611,1.9459101490553132,5.247024072160486
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1293000.0,39.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Federal-gov,9.0, Married-civ-spouse, Adm-clerical, Husband,PVT,S,R,1.0,1208000.0,44.0,0,3.713572066704308,2.833213344056216,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,1.0,120000.0,63.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PUB,S,I,1.0,315000.0,39.0,0,3.713572066704308,2.1972245773362196,4.875197323201151
 Male, Private,11.0, Married-civ-spouse, Tech-support, Husband,PVT,S,R,1.0,683000.0,47.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,11.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,I,1.0,561000.0,39.0,0,3.9318256327243257,4.605170185988092,5.247024072160486
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,I,1.0,1437000.0,43.0,0,3.713572066704308,2.833213344056216,4.875197323201151
 Male, Private,16.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1464000.0,52.0,0,4.02535169073515,2.0794415416798357,1.791759469228055
 Male, Federal-gov,9.0, Never-married, Adm-clerical, Not-in-family,PVT,S,R,1.0,1801000.0,73.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Female, Private,13.0, Divorced, Exec-managerial, Not-in-family,PVT,S,I,1.0,240000.0,48.0,0,3.9318256327243257,2.0794415416798357,5.19295685089021
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,NBF,S,R,1.0,1570000.0,56.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Farming-fishing, Husband,PVT,S,R,1.0,1445000.0,56.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Federal-gov,10.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1367000.0,50.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,6.0, Married-civ-spouse, Sales, Husband,PUB,S,I,1.0,1438000.0,57.0,1,3.713572066704308,1.0986122886681098,5.159055299214529
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,1.0,297000.0,42.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,11.0, Married-civ-spouse, Tech-support, Husband,NBF,S,I,1.0,1205000.0,41.0,0,3.970291913552122,2.6390573296152584,5.2574953720277815
 Male, Private,6.0, Married-civ-spouse, Handlers-cleaners, Husband,PVT,S,R,1.0,1555000.0,55.0,1,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,1.0,950000.0,35.0,0,3.9318256327243257,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Protective-serv, Husband,PVT,S,I,1.0,1922000.0,43.0,0,3.713572066704308,4.605170185988092,4.820281565605037
 Male, Private,14.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,907000.0,38.0,1,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,1047000.0,40.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,12.0, Married-civ-spouse, Exec-managerial, Husband,NBF,S,M,1.0,1626000.0,50.0,1,3.9318256327243257,2.6390573296152584,4.07753744390572
 Male, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband,PVT,S,R,1.0,1972000.0,35.0,1,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Other-service, Husband,PVT,S,R,1.0,736000.0,42.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,145000.0,54.0,0,3.828641396489095,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,285000.0,42.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Sales, Husband,NBF,S,I,1.0,1669000.0,55.0,1,3.9318256327243257,2.6390573296152584,4.820281565605037
 Male, Federal-gov,10.0, Married-civ-spouse, Adm-clerical, Husband,NBF,S,I,1.0,1029000.0,50.0,1,3.713572066704308,2.6390573296152584,5.220355825078324
 Male, Private,13.0, Married-civ-spouse, Exec-managerial, Husband,PVT,S,R,1.0,1635000.0,46.0,0,3.9318256327243257,2.0794415416798357,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,1399000.0,45.0,0,3.9318256327243257,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,511000.0,35.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Federal-gov,10.0, Married-civ-spouse, Adm-clerical, Husband,NBF,S,I,1.0,1832000.0,43.0,0,3.7612001156935624,2.6390573296152584,5.159055299214529
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1888000.0,44.0,0,3.58351893845611,4.605170185988092,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1334000.0,53.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,467000.0,46.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband,PVT,S,I,1.0,442000.0,50.0,0,3.713572066704308,4.605170185988092,5.247024072160486
 Female, Private,13.0, Married-civ-spouse, Exec-managerial, Wife,PVT,S,R,1.0,474000.0,39.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,14.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,R,1.0,1788000.0,48.0,0,4.02535169073515,2.0794415416798357,1.791759469228055
 Male, State-gov,11.0, Married-civ-spouse, Machine-op-inspct, Husband,PVT,S,R,1.0,934000.0,46.0,0,3.6635616461296463,2.6390573296152584,1.791759469228055
 Male, Private,10.0, Married-civ-spouse, Craft-repair, Husband,NBF,S,R,1.0,1749000.0,42.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Never-married, Prof-specialty, Not-in-family,PVT,S,R,1.0,1437000.0,51.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,101000.0,57.0,0,3.828641396489095,2.6390573296152584,1.791759469228055
 Female, Local-gov,9.0, Married-civ-spouse, Exec-managerial, Wife,PVT,S,R,1.0,1616000.0,59.0,0,3.9318256327243257,4.605170185988092,1.791759469228055
 Female, Private,11.0, Married-civ-spouse, Adm-clerical, Wife,PVT,S,R,1.0,1559000.0,41.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Sales, Husband,PVT,S,R,1.0,257000.0,46.0,0,3.713572066704308,2.6390573296152584,1.791759469228055
 Male, Private,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,519000.0,64.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Male, Private,4.0, Married-civ-spouse, Machine-op-inspct, Husband,PVT,S,R,1.0,992000.0,46.0,0,3.713572066704308,4.605170185988092,1.791759469228055
 Female, Private,10.0, Married-civ-spouse, Machine-op-inspct, Wife,PVT,S,R,1.0,742000.0,48.0,0,3.6375861597263857,2.0794415416798357,1.791759469228055
 Male, Private,12.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,874000.0,56.0,0,3.713572066704308,2.0794415416798357,1.791759469228055
 Male, State-gov,9.0, Married-civ-spouse, Protective-serv, Husband,PVT,S,I,1.0,1412000.0,66.0,0,3.713572066704308,2.6390573296152584,5.247024072160486
 Male, Self-emp-inc,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,R,1.0,272000.0,42.0,0,3.8501476017100584,2.6390573296152584,1.791759469228055
 Male, Private,13.0, Married-civ-spouse, Transport-moving, Husband,PVT,S,R,1.0,1715000.0,47.0,0,3.8918202981106265,2.6390573296152584,1.791759469228055
 Male, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband,PVT,S,M,1.0,1520000.0,34.0,0,3.713572066704308,2.6390573296152584,4.07753744390572
 Male, Federal-gov,12.0, Married-civ-spouse, Prof-specialty, Husband,PVT,S,I,1.0,232000.0,52.0,0,3.713572066704308,2.833213344056216,5.159055299214529
